Average Time;Global Size;LocalSize
1.4205e-05;7;19
1.67298e-05;8;19
1.52922e-05;9;19
1.49488e-05;10;19
1.64461e-05;11;19
1.02711e-05;12;19
1.03831e-05;13;19
1.50061e-05;14;19
1.61171e-05;15;19
1.83988e-05;16;19
1.52469e-05;17;19
1.50108e-05;18;19
1.71137e-05;19;19
1.60241e-05;20;19
1.61552e-05;21;19
1.61433e-05;22;19
1.53661e-05;23;19
1.5316e-05;24;19
1.44243e-05;25;19
1.57881e-05;26;19
1.44768e-05;27;19
1.11079e-05;28;19
1.30439e-05;29;19
1.6017e-05;30;19
1.58596e-05;31;19
1.53136e-05;32;19
1.66059e-05;33;19
9.39131e-06;34;19
1.63031e-05;35;19
1.63698e-05;36;19
1.61171e-05;37;19
1.75619e-05;38;19
1.84965e-05;39;19
1.76907e-05;40;19
1.15728e-05;41;19
1.99366e-05;42;19
1.94931e-05;43;19
1.95527e-05;44;19
1.95909e-05;45;19
2.06757e-05;46;19
1.94192e-05;47;19
2.00105e-05;48;19
1.96958e-05;49;19
1.90997e-05;50;19
9.08375e-06;51;19
9.80854e-06;52;19
1.63388e-05;53;19
1.76907e-05;54;19
1.59144e-05;55;19
1.5769e-05;56;19
1.65558e-05;57;19
1.69992e-05;58;19
1.58095e-05;59;19
9.79662e-06;60;19
1.89829e-05;61;19
1.14012e-05;62;19
1.31273e-05;63;19
1.26243e-05;64;19
1.39403e-05;1;20
1.96791e-05;2;20
2.05374e-05;3;20
1.97077e-05;4;20
1.81079e-05;5;20
1.06812e-05;6;20
1.97887e-05;7;20
1.91879e-05;8;20
1.96695e-05;9;20
1.93357e-05;10;20
1.13678e-05;11;20
2.08664e-05;12;20
1.63078e-05;13;20
1.59717e-05;14;20
9.07421e-06;15;20
9.24349e-06;16;20
9.30786e-06;17;20
1.65105e-05;18;20
1.58525e-05;19;20
1.66106e-05;20;20
1.2424e-05;21;20
1.26767e-05;22;20
9.09805e-06;23;20
1.49608e-05;24;20
1.00398e-05;25;20
1.70612e-05;26;20
1.69897e-05;27;20
1.46627e-05;28;20
9.81331e-06;29;20
1.31249e-05;30;20
1.122e-05;31;20
1.39952e-05;32;20
1.23334e-05;33;20
1.61648e-05;34;20
1.53065e-05;35;20
1.53327e-05;36;20
1.71447e-05;37;20
1.60933e-05;38;20
1.61648e-05;39;20
1.55473e-05;40;20
1.63579e-05;41;20
1.44863e-05;42;20
1.3814e-05;43;20
1.25957e-05;44;20
1.66154e-05;45;20
1.86205e-05;46;20
1.52278e-05;47;20
7.33852e-06;48;20
7.28607e-06;49;20
7.30276e-06;50;20
7.2813e-06;51;20
7.33137e-06;52;20
7.30038e-06;53;20
7.32899e-06;54;20
1.2114e-05;55;20
1.4708e-05;56;20
2.46382e-05;57;20
1.77836e-05;58;20
2.29716e-05;59;20
1.616e-05;60;20
2.08545e-05;61;20
1.7364e-05;62;20
1.54185e-05;63;20
1.75261e-05;64;20
1.41072e-05;1;21
1.54829e-05;2;21
1.72162e-05;3;21
1.99795e-05;4;21
1.46389e-05;5;21
1.50776e-05;6;21
1.42431e-05;7;21
1.40524e-05;8;21
1.8971e-05;9;21
1.82915e-05;10;21
1.41859e-05;11;21
1.40238e-05;12;21
1.64914e-05;13;21
1.62888e-05;14;21
1.42336e-05;15;21
1.09625e-05;16;21
1.47057e-05;17;21
1.66488e-05;18;21
1.5409e-05;19;21
1.41907e-05;20;21
1.62196e-05;21;21
1.9834e-05;22;21
1.72806e-05;23;21
1.50084e-05;24;21
1.76287e-05;25;21
1.3597e-05;26;21
1.49179e-05;27;21
1.37186e-05;28;21
1.42336e-05;29;21
1.66821e-05;30;21
1.94335e-05;31;21
1.57785e-05;32;21
1.45721e-05;33;21
1.81103e-05;34;21
1.48368e-05;35;21
2.47836e-05;36;21
2.39205e-05;37;21
2.15983e-05;38;21
2.26641e-05;39;21
3.08585e-05;40;21
2.70271e-05;41;21
2.39825e-05;42;21
2.44689e-05;43;21
2.5177e-05;44;21
2.09212e-05;45;21
2.12026e-05;46;21
2.10309e-05;47;21
2.13289e-05;48;21
2.04277e-05;49;21
2.32744e-05;50;21
2.03514e-05;51;21
2.17342e-05;52;21
2.2552e-05;53;21
2.12097e-05;54;21
2.26188e-05;55;21
2.40684e-05;56;21
2.22588e-05;57;21
1.92237e-05;58;21
2.21038e-05;59;21
2.24614e-05;60;21
2.35772e-05;61;21
2.13861e-05;62;21
2.36702e-05;63;21
2.28763e-05;64;21
2.09665e-05;1;22
2.06447e-05;2;22
2.26378e-05;3;22
2.15769e-05;4;22
2.16866e-05;5;22
2.17056e-05;6;22
2.41446e-05;7;22
2.25806e-05;8;22
2.23756e-05;9;22
2.17819e-05;10;22
2.20895e-05;11;22
2.31838e-05;12;22
2.18463e-05;13;22
2.12455e-05;14;22
2.4538e-05;15;22
2.22516e-05;16;22
2.15244e-05;17;22
2.28739e-05;18;22
2.1975e-05;19;22
2.17342e-05;20;22
2.16651e-05;21;22
2.24161e-05;22;22
2.32649e-05;23;22
2.17772e-05;24;22
2.16722e-05;25;22
2.27189e-05;26;22
2.28477e-05;27;22
2.36988e-05;28;22
2.24781e-05;29;22
2.1131e-05;30;22
2.26855e-05;31;22
2.20847e-05;32;22
2.06757e-05;33;22
2.33793e-05;34;22
2.27666e-05;35;22
2.25139e-05;36;22
2.27714e-05;37;22
2.09904e-05;38;22
2.09594e-05;39;22
2.03443e-05;40;22
2.29406e-05;41;22
2.36154e-05;42;22
2.11859e-05;43;22
2.23827e-05;44;22
2.316e-05;45;22
2.30646e-05;46;22
2.15721e-05;47;22
2.32601e-05;48;22
2.28477e-05;49;22
2.14958e-05;50;22
2.14243e-05;51;22
2.12121e-05;52;22
2.12002e-05;53;22
2.17819e-05;54;22
2.1596e-05;55;22
2.1584e-05;56;22
2.15554e-05;57;22
2.27642e-05;58;22
2.22683e-05;59;22
2.20108e-05;60;22
2.39229e-05;61;22
2.09618e-05;62;22
2.22158e-05;63;22
2.11644e-05;64;22
2.42496e-05;1;23
2.16603e-05;2;23
2.20108e-05;3;23
2.30837e-05;4;23
2.31099e-05;5;23
2.07734e-05;6;23
2.18749e-05;7;23
2.06327e-05;8;23
2.29073e-05;9;23
2.2738e-05;10;23
2.15244e-05;11;23
2.03991e-05;12;23
2.32911e-05;13;23
2.20442e-05;14;23
2.19774e-05;15;23
2.66933e-05;16;23
2.32148e-05;17;23
2.30312e-05;18;23
2.09117e-05;19;23
2.23136e-05;20;23
2.01845e-05;21;23
2.1255e-05;22;23
2.06995e-05;23;23
2.2912e-05;24;23
2.35295e-05;25;23
2.16508e-05;26;23
2.12526e-05;27;23
2.06828e-05;28;23
2.06447e-05;29;23
2.19011e-05;30;23
2.1019e-05;31;23
2.244e-05;32;23
2.34127e-05;33;23
2.05493e-05;34;23
2.12407e-05;35;23
2.20633e-05;36;23
2.31004e-05;37;23
2.22421e-05;38;23
2.31695e-05;39;23
2.29216e-05;40;23
2.13909e-05;41;23
2.12359e-05;42;23
2.13456e-05;43;23
2.21682e-05;44;23
2.24757e-05;45;23
2.16627e-05;46;23
2.21276e-05;47;23
2.24614e-05;48;23
2.2459e-05;49;23
2.02513e-05;50;23
2.27594e-05;51;23
2.22993e-05;52;23
2.16317e-05;53;23
2.17247e-05;54;23
2.06661e-05;55;23
2.29836e-05;56;23
2.20442e-05;57;23
2.08974e-05;58;23
2.08807e-05;59;23
2.20776e-05;60;23
2.24328e-05;61;23
2.16842e-05;62;23
2.1565e-05;63;23
2.13099e-05;64;23
2.39253e-05;1;24
2.23994e-05;2;24
2.65861e-05;3;24
2.22254e-05;4;24
2.22206e-05;5;24
2.0771e-05;6;24
1.9815e-05;7;24
1.84822e-05;8;24
1.81937e-05;9;24
1.99509e-05;10;24
1.90544e-05;11;24
1.89614e-05;12;24
1.93858e-05;13;24
1.7972e-05;14;24
1.91379e-05;15;24
2.01082e-05;16;24
1.76883e-05;17;24
1.88065e-05;18;24
1.84441e-05;19;24
1.89543e-05;20;24
1.78266e-05;21;24
1.58906e-05;22;24
1.75023e-05;23;24
1.7674e-05;24;24
1.76072e-05;25;24
1.75571e-05;26;24
1.79386e-05;27;24
1.61052e-05;28;24
1.87826e-05;29;24
1.79768e-05;30;24
1.86491e-05;31;24
1.66726e-05;32;24
1.88136e-05;33;24
1.82176e-05;34;24
1.74403e-05;35;24
1.75285e-05;36;24
1.9753e-05;37;24
1.7004e-05;38;24
1.65892e-05;39;24
1.80244e-05;40;24
1.55997e-05;41;24
1.92165e-05;42;24
1.8208e-05;43;24
1.62125e-05;44;24
1.77312e-05;45;24
1.46341e-05;46;24
1.8785e-05;47;24
1.7755e-05;48;24
1.80101e-05;49;24
2.06494e-05;50;24
1.7364e-05;51;24
1.5316e-05;52;24
1.6861e-05;53;24
2.01201e-05;54;24
1.7941e-05;55;24
1.67847e-05;56;24
1.95861e-05;57;24
1.92571e-05;58;24
1.5955e-05;59;24
1.77979e-05;60;24
1.6005e-05;61;24
1.71399e-05;62;24
1.67441e-05;63;24
1.67656e-05;64;24
1.70422e-05;1;25
1.79219e-05;2;25
1.69206e-05;3;25
9.3627e-06;4;25
1.8518e-05;5;25
1.74809e-05;6;25
1.94645e-05;7;25
2.0113e-05;8;25
1.80292e-05;9;25
1.86467e-05;10;25
1.90115e-05;11;25
1.71089e-05;12;25
1.78337e-05;13;25
1.79696e-05;14;25
1.83821e-05;15;25
1.93357e-05;16;25
8.01802e-06;17;25
6.32763e-06;18;25
6.3014e-06;19;25
6.25134e-06;20;25
9.71794e-06;21;25
1.75643e-05;22;25
1.81627e-05;23;25
1.80197e-05;24;25
2.11406e-05;25;25
1.90711e-05;26;25
1.90234e-05;27;25
1.90282e-05;28;25
1.99699e-05;29;25
2.0802e-05;30;25
1.77884e-05;31;25
1.87016e-05;32;25
1.58906e-05;33;25
1.66798e-05;34;25
2.02966e-05;35;25
1.9021e-05;36;25
1.67108e-05;37;25
1.94168e-05;38;25
1.86753e-05;39;25
1.88494e-05;40;25
1.77264e-05;41;25
1.75762e-05;42;25
1.83749e-05;43;25
2.54607e-05;44;25
1.88756e-05;45;25
1.99342e-05;46;25
1.85108e-05;47;25
1.83415e-05;48;25
1.95432e-05;49;25
2.64931e-05;50;25
2.02918e-05;51;25
1.8847e-05;52;25
2.10619e-05;53;25
1.92213e-05;54;25
2.09951e-05;55;25
2.08807e-05;56;25
1.94955e-05;57;25
1.899e-05;58;25
1.77741e-05;59;25
1.79911e-05;60;25
1.99413e-05;61;25
8.89301e-06;62;25
1.85919e-05;63;25
1.96457e-05;64;25
1.91903e-05;1;26
1.93787e-05;2;26
2.10214e-05;3;26
1.90711e-05;4;26
1.65439e-05;5;26
1.78051e-05;6;26
1.8537e-05;7;26
1.79148e-05;8;26
1.95003e-05;9;26
1.90187e-05;10;26
1.98984e-05;11;26
1.99866e-05;12;26
1.92714e-05;13;26
2.02441e-05;14;26
1.88875e-05;15;26
1.95813e-05;16;26
1.77193e-05;17;26
1.98197e-05;18;26
1.85657e-05;19;26
1.72305e-05;20;26
1.69063e-05;21;26
1.93191e-05;22;26
1.89257e-05;23;26
1.85847e-05;24;26
1.80721e-05;25;26
1.91545e-05;26;26
2.00319e-05;27;26
2.07114e-05;28;26
1.99294e-05;29;26
2.04277e-05;30;26
1.87993e-05;31;26
1.94836e-05;32;26
2.06447e-05;33;26
1.83225e-05;34;26
1.83249e-05;35;26
1.88351e-05;36;26
2.0628e-05;37;26
1.76334e-05;38;26
2.26903e-05;39;26
1.71041e-05;40;26
1.90258e-05;41;26
1.65558e-05;42;26
1.88875e-05;43;26
1.9834e-05;44;26
1.92046e-05;45;26
1.95789e-05;46;26
2.03633e-05;47;26
1.89257e-05;48;26
1.9927e-05;49;26
1.84584e-05;50;26
1.86491e-05;51;26
1.92213e-05;52;26
2.03657e-05;53;26
1.94407e-05;54;26
1.87445e-05;55;26
1.71852e-05;56;26
1.72186e-05;57;26
2.12932e-05;58;26
1.94716e-05;59;26
1.74022e-05;60;26
2.00725e-05;61;26
1.85823e-05;62;26
1.85752e-05;63;26
1.11246e-05;64;26
1.86682e-05;1;27
1.93477e-05;2;27
1.80006e-05;3;27
1.95718e-05;4;27
1.01995e-05;5;27
1.13487e-05;6;27
1.84202e-05;7;27
1.90115e-05;8;27
1.86777e-05;9;27
1.78003e-05;10;27
1.90353e-05;11;27
2.09594e-05;12;27
1.84417e-05;13;27
2.04587e-05;14;27
1.68443e-05;15;27
2.04301e-05;16;27
1.93143e-05;17;27
1.95193e-05;18;27
1.73759e-05;19;27
1.97601e-05;20;27
1.91593e-05;21;27
2.13385e-05;22;27
2.17223e-05;23;27
2.002e-05;24;27
2.10524e-05;25;27
1.85919e-05;26;27
1.87254e-05;27;27
2.08688e-05;28;27
1.7426e-05;29;27
1.90663e-05;30;27
1.92761e-05;31;27
1.14083e-05;32;27
1.66249e-05;33;27
1.90592e-05;34;27
1.87826e-05;35;27
1.81198e-05;36;27
1.86515e-05;37;27
1.83296e-05;38;27
1.91331e-05;39;27
1.91379e-05;40;27
2.09832e-05;41;27
2.01154e-05;42;27
2.07639e-05;43;27
1.85919e-05;44;27
1.82986e-05;45;27
2.0442e-05;46;27
1.90997e-05;47;27
1.74594e-05;48;27
2.02394e-05;49;27
2.00748e-05;50;27
1.89137e-05;51;27
2.03943e-05;52;27
1.71351e-05;53;27
9.43184e-06;54;27
9.94444e-06;55;27
1.83439e-05;56;27
1.79982e-05;57;27
1.83082e-05;58;27
2.16031e-05;59;27
2.04682e-05;60;27
1.95122e-05;61;27
1.74212e-05;62;27
2.10738e-05;63;27
1.89805e-05;64;27
1.83773e-05;1;28
2.01559e-05;2;28
1.9567e-05;3;28
2.01774e-05;4;28
1.88589e-05;5;28
2.0175e-05;6;28
1.86539e-05;7;28
1.92976e-05;8;28
1.94764e-05;9;28
1.71256e-05;10;28
1.77097e-05;11;28
1.96934e-05;12;28
1.99461e-05;13;28
1.97864e-05;14;28
2.01201e-05;15;28
1.90663e-05;16;28
1.81651e-05;17;28
1.74904e-05;18;28
1.81794e-05;19;28
1.78838e-05;20;28
1.80078e-05;21;28
1.80316e-05;22;28
1.91593e-05;23;28
1.63984e-05;24;28
1.90282e-05;25;28
1.84536e-05;26;28
1.85108e-05;27;28
2.02608e-05;28;28
2.12431e-05;29;28
1.87111e-05;30;28
1.83582e-05;31;28
1.98674e-05;32;28
1.72305e-05;33;28
1.86205e-05;34;28
1.93644e-05;35;28
1.88589e-05;36;28
1.96671e-05;37;28
1.85943e-05;38;28
1.95408e-05;39;28
9.72986e-06;40;28
1.88661e-05;41;28
2.0082e-05;42;28
1.01352e-05;43;28
1.90568e-05;44;28
1.78933e-05;45;28
1.8611e-05;46;28
2.00486e-05;47;28
1.90711e-05;48;28
1.17588e-05;49;28
1.92904e-05;50;28
1.87397e-05;51;28
1.94597e-05;52;28
1.858e-05;53;28
1.94073e-05;54;28
1.84298e-05;55;28
1.94836e-05;56;28
1.93095e-05;57;28
2.08569e-05;58;28
2.21205e-05;59;28
1.85895e-05;60;28
1.87612e-05;61;28
1.91593e-05;62;28
1.75214e-05;63;28
2.09069e-05;64;28
2.00605e-05;1;29
2.02489e-05;2;29
1.85442e-05;3;29
1.90949e-05;4;29
1.92475e-05;5;29
1.84822e-05;6;29
1.85061e-05;7;29
2.03395e-05;8;29
1.89161e-05;9;29
2.12812e-05;10;29
1.65081e-05;11;29
1.92833e-05;12;29
2.05231e-05;13;29
1.86586e-05;14;29
1.92094e-05;15;29
2.06923e-05;16;29
1.69086e-05;17;29
2.00391e-05;18;29
2.0082e-05;19;29
1.5974e-05;20;29
2.00343e-05;21;29
1.9381e-05;22;29
1.80387e-05;23;29
1.75738e-05;24;29
1.78123e-05;25;29
1.6861e-05;26;29
1.98174e-05;27;29
1.96576e-05;28;29
1.95146e-05;29;29
2.05016e-05;30;29
1.75381e-05;31;29
1.60289e-05;32;29
2.05016e-05;33;29
1.97673e-05;34;29
1.59454e-05;35;29
1.79935e-05;36;29
1.87802e-05;37;29
1.94693e-05;38;29
1.74618e-05;39;29
2.03562e-05;40;29
1.92642e-05;41;29
2.0678e-05;42;29
2.04539e-05;43;29
1.79791e-05;44;29
2.14481e-05;45;29
1.76573e-05;46;29
1.81413e-05;47;29
1.89447e-05;48;29
1.96123e-05;49;29
1.93739e-05;50;29
1.89257e-05;51;29
1.86372e-05;52;29
1.91355e-05;53;29
1.84989e-05;54;29
1.76668e-05;55;29
2.1348e-05;56;29
1.95456e-05;57;29
2.08187e-05;58;29
1.77646e-05;59;29
1.99842e-05;60;29
1.9331e-05;61;29
1.8661e-05;62;29
1.82676e-05;63;29
1.93596e-05;64;29
1.82676e-05;1;30
2.03109e-05;2;30
1.96338e-05;3;30
1.62864e-05;4;30
1.98674e-05;5;30
2.1255e-05;6;30
2.02322e-05;7;30
1.70827e-05;8;30
2.09379e-05;9;30
1.89829e-05;10;30
1.88065e-05;11;30
2.11167e-05;12;30
1.89328e-05;13;30
1.87969e-05;14;30
1.76501e-05;15;30
1.91355e-05;16;30
2.00796e-05;17;30
1.88422e-05;18;30
1.8959e-05;19;30
1.91283e-05;20;30
1.86872e-05;21;30
1.90091e-05;22;30
2.17605e-05;23;30
1.96362e-05;24;30
1.76525e-05;25;30
1.9474e-05;26;30
1.79172e-05;27;30
1.90663e-05;28;30
1.6849e-05;29;30
1.80578e-05;30;30
2.0473e-05;31;30
1.75047e-05;32;30
1.90711e-05;33;30
2.01964e-05;34;30
1.95122e-05;35;30
1.75953e-05;36;30
2.10118e-05;37;30
1.80149e-05;38;30
1.8971e-05;39;30
1.96528e-05;40;30
2.04492e-05;41;30
2.01654e-05;42;30
1.94311e-05;43;30
1.94073e-05;44;30
1.92833e-05;45;30
2.00796e-05;46;30
1.97554e-05;47;30
1.99986e-05;48;30
1.9455e-05;49;30
1.65272e-05;50;30
2.06089e-05;51;30
1.91808e-05;52;30
1.9567e-05;53;30
1.77741e-05;54;30
1.93071e-05;55;30
1.96385e-05;56;30
1.95456e-05;57;30
2.08855e-05;58;30
1.88112e-05;59;30
2.04539e-05;60;30
1.66988e-05;61;30
1.0879e-05;62;30
1.74236e-05;63;30
2.06494e-05;64;30
1.73378e-05;1;31
1.83368e-05;2;31
1.75047e-05;3;31
2.02394e-05;4;31
8.9407e-06;5;31
6.43015e-06;6;31
6.48022e-06;7;31
6.85215e-06;8;31
6.43015e-06;9;31
6.44922e-06;10;31
6.48737e-06;11;31
6.4683e-06;12;31
8.16345e-06;13;31
1.65939e-05;14;31
1.82557e-05;15;31
1.76382e-05;16;31
2.08044e-05;17;31
1.66845e-05;18;31
2.11048e-05;19;31
1.6799e-05;20;31
1.87898e-05;21;31
1.79911e-05;22;31
1.78671e-05;23;31
1.68467e-05;24;31
1.88708e-05;25;31
2.02084e-05;26;31
1.99723e-05;27;31
1.84989e-05;28;31
1.97077e-05;29;31
1.98054e-05;30;31
1.98269e-05;31;31
1.87564e-05;32;31
1.93119e-05;33;31
1.70875e-05;34;31
1.82486e-05;35;31
1.57714e-05;36;31
1.85847e-05;37;31
1.96266e-05;38;31
1.85943e-05;39;31
1.75309e-05;40;31
1.54161e-05;41;31
2.24161e-05;42;31
1.94931e-05;43;31
1.77765e-05;44;31
1.87421e-05;45;31
1.82438e-05;46;31
1.97697e-05;47;31
1.84655e-05;48;31
1.95241e-05;49;31
9.30071e-06;50;31
6.29663e-06;51;31
6.66857e-06;52;31
6.43253e-06;53;31
6.41108e-06;54;31
6.4826e-06;55;31
6.40631e-06;56;31
6.41823e-06;57;31
6.43015e-06;58;31
1.36805e-05;59;31
1.85728e-05;60;31
1.97029e-05;61;31
1.77503e-05;62;31
1.97363e-05;63;31
1.89686e-05;64;31
1.791e-05;1;32
1.83368e-05;2;32
1.92189e-05;3;32
1.9474e-05;4;32
2.09737e-05;5;32
1.99461e-05;6;32
1.83272e-05;7;32
1.36876e-05;8;32
1.37782e-05;9;32
2.02775e-05;10;32
2.22874e-05;11;32
2.06184e-05;12;32
2.16722e-05;13;32
2.03705e-05;14;32
2.09665e-05;15;32
1.22523e-05;16;32
1.27172e-05;17;32
2.02346e-05;18;32
2.01201e-05;19;32
1.95718e-05;20;32
2.0752e-05;21;32
1.97196e-05;22;32
2.03514e-05;23;32
1.75977e-05;24;32
1.81437e-05;25;32
2.01678e-05;26;32
1.77121e-05;27;32
1.98078e-05;28;32
1.91021e-05;29;32
1.91355e-05;30;32
1.70588e-05;31;32
1.83058e-05;32;32
1.93048e-05;33;32
2.01869e-05;34;32
1.98674e-05;35;32
2.27642e-05;36;32
1.84894e-05;37;32
1.97506e-05;38;32
1.96195e-05;39;32
2.07067e-05;40;32
1.96791e-05;41;32
2.08712e-05;42;32
1.9784e-05;43;32
1.88231e-05;44;32
2.10142e-05;45;32
1.27578e-05;46;32
9.40561e-06;47;32
6.27995e-06;48;32
6.29902e-06;49;32
6.36101e-06;50;32
6.39915e-06;51;32
6.41108e-06;52;32
6.43969e-06;53;32
6.64949e-06;54;32
6.38485e-06;55;32
6.38962e-06;56;32
6.37531e-06;57;32
8.49962e-06;58;32
1.19686e-05;59;32
1.80674e-05;60;32
1.858e-05;61;32
1.93357e-05;62;32
1.81866e-05;63;32
1.94693e-05;64;32
2.02751e-05;1;33
1.95527e-05;2;33
2.07615e-05;3;33
1.8189e-05;4;33
1.84584e-05;5;33
1.90306e-05;6;33
1.89614e-05;7;33
1.69277e-05;8;33
1.93524e-05;9;33
1.88875e-05;10;33
2.05803e-05;11;33
1.8239e-05;12;33
1.40786e-05;13;33
1.6253e-05;14;33
1.93e-05;15;33
2.09641e-05;16;33
2.45953e-05;17;33
2.1441e-05;18;33
1.63102e-05;19;33
1.98221e-05;20;33
1.82629e-05;21;33
1.76358e-05;22;33
1.87206e-05;23;33
1.98722e-05;24;33
1.71089e-05;25;33
1.70398e-05;26;33
2.17271e-05;27;33
2.00701e-05;28;33
1.72281e-05;29;33
1.95742e-05;30;33
1.95813e-05;31;33
2.04134e-05;32;33
2.06184e-05;33;33
1.12915e-05;34;33
1.94764e-05;35;33
1.9753e-05;36;33
2.02632e-05;37;33
2.06184e-05;38;33
1.79291e-05;39;33
2.03395e-05;40;33
1.9331e-05;41;33
1.791e-05;42;33
2.01654e-05;43;33
2.00009e-05;44;33
1.93095e-05;45;33
1.9083e-05;46;33
2.00438e-05;47;33
1.7345e-05;48;33
1.22404e-05;49;33
1.57499e-05;50;33
1.89662e-05;51;33
1.79696e-05;52;33
1.97983e-05;53;33
1.99032e-05;54;33
1.97721e-05;55;33
1.80316e-05;56;33
2.07758e-05;57;33
1.95479e-05;58;33
2.0597e-05;59;33
1.69277e-05;60;33
1.75166e-05;61;33
1.87826e-05;62;33
2.04134e-05;63;33
1.98555e-05;64;33
1.68586e-05;1;34
9.88245e-06;2;34
1.8723e-05;3;34
1.92571e-05;4;34
1.95336e-05;5;34
1.83272e-05;6;34
1.66154e-05;7;34
1.7848e-05;8;34
1.99199e-05;9;34
2.03896e-05;10;34
2.18177e-05;11;34
2.09665e-05;12;34
1.82033e-05;13;34
2.07114e-05;14;34
1.81198e-05;15;34
2.04396e-05;16;34
2.06637e-05;17;34
1.90949e-05;18;34
1.90496e-05;19;34
1.5974e-05;20;34
2.13671e-05;21;34
2.13265e-05;22;34
1.98913e-05;23;34
1.8611e-05;24;34
1.86515e-05;25;34
2.02847e-05;26;34
2.04682e-05;27;34
2.06041e-05;28;34
1.79005e-05;29;34
2.01201e-05;30;34
1.82486e-05;31;34
1.7488e-05;32;34
1.83582e-05;33;34
1.94192e-05;34;34
1.83272e-05;35;34
1.45411e-05;36;34
1.60432e-05;37;34
1.99366e-05;38;34
2.18964e-05;39;34
1.84274e-05;40;34
1.81794e-05;41;34
8.61645e-06;42;34
6.52313e-06;43;34
1.19185e-05;44;34
2.08735e-05;45;34
1.96362e-05;46;34
1.98078e-05;47;34
1.81913e-05;48;34
1.85466e-05;49;34
1.68204e-05;50;34
1.94764e-05;51;34
2.05517e-05;52;34
1.93024e-05;53;34
1.73759e-05;54;34
2.01941e-05;55;34
1.97244e-05;56;34
2.00653e-05;57;34
2.09808e-05;58;34
2.0833e-05;59;34
2.033e-05;60;34
2.12407e-05;61;34
1.99771e-05;62;34
1.88494e-05;63;34
2.15602e-05;64;34
1.90616e-05;1;35
1.80984e-05;2;35
1.83129e-05;3;35
1.80268e-05;4;35
1.9567e-05;5;35
2.01225e-05;6;35
1.98674e-05;7;35
1.8909e-05;8;35
1.9908e-05;9;35
2.02227e-05;10;35
1.55354e-05;11;35
2.01344e-05;12;35
1.98102e-05;13;35
2.03919e-05;14;35
1.87182e-05;15;35
1.90449e-05;16;35
1.78957e-05;17;35
1.78671e-05;18;35
1.40738e-05;19;35
1.64676e-05;20;35
1.80435e-05;21;35
1.82056e-05;22;35
2.05278e-05;23;35
1.78814e-05;24;35
2.18296e-05;25;35
2.06447e-05;26;35
2.09451e-05;27;35
1.724e-05;28;35
1.89471e-05;29;35
1.59431e-05;30;35
1.69921e-05;31;35
1.7221e-05;32;35
1.90496e-05;33;35
1.78933e-05;34;35
2.05445e-05;35;35
1.89519e-05;36;35
2.07996e-05;37;35
1.95122e-05;38;35
1.89257e-05;39;35
1.62983e-05;40;35
2.02703e-05;41;35
1.72639e-05;42;35
1.78194e-05;43;35
2.01249e-05;44;35
1.66607e-05;45;35
1.86896e-05;46;35
1.7724e-05;47;35
1.98531e-05;48;35
1.79958e-05;49;35
1.67513e-05;50;35
1.92428e-05;51;35
2.26593e-05;52;35
1.87373e-05;53;35
1.92595e-05;54;35
1.93095e-05;55;35
1.9238e-05;56;35
1.84608e-05;57;35
1.98555e-05;58;35
2.02775e-05;59;35
1.9815e-05;60;35
1.95813e-05;61;35
2.01011e-05;62;35
1.74761e-05;63;35
2.02203e-05;64;35
2.1224e-05;1;36
1.863e-05;2;36
1.96981e-05;3;36
2.08902e-05;4;36
1.78337e-05;5;36
1.93667e-05;6;36
1.66798e-05;7;36
9.53674e-06;8;36
2.05398e-05;9;36
2.29049e-05;10;36
1.80745e-05;11;36
1.90997e-05;12;36
1.98483e-05;13;36
1.88589e-05;14;36
2.04897e-05;15;36
1.84989e-05;16;36
1.83678e-05;17;36
2.01464e-05;18;36
1.7693e-05;19;36
1.95503e-05;20;36
1.65653e-05;21;36
2.03466e-05;22;36
2.00725e-05;23;36
1.77622e-05;24;36
1.79887e-05;25;36
1.18113e-05;26;36
1.85156e-05;27;36
1.89781e-05;28;36
1.84298e-05;29;36
1.65105e-05;30;36
1.88279e-05;31;36
2.06113e-05;32;36
2.12622e-05;33;36
1.8146e-05;34;36
2.05207e-05;35;36
1.67537e-05;36;36
1.97077e-05;37;36
1.8487e-05;38;36
2.08282e-05;39;36
2.06518e-05;40;36
1.83702e-05;41;36
2.08068e-05;42;36
1.68085e-05;43;36
1.67918e-05;44;36
1.86324e-05;45;36
1.86157e-05;46;36
1.67418e-05;47;36
1.60789e-05;48;36
1.90353e-05;49;36
1.8599e-05;50;36
9.78708e-06;51;36
1.88661e-05;52;36
2.23994e-05;53;36
1.72043e-05;54;36
1.69897e-05;55;36
1.90759e-05;56;36
1.73473e-05;57;36
2.05755e-05;58;36
1.88184e-05;59;36
1.95956e-05;60;36
1.8723e-05;61;36
1.85609e-05;62;36
1.71804e-05;63;36
1.82104e-05;64;36
1.92547e-05;1;37
1.84202e-05;2;37
1.82843e-05;3;37
1.72091e-05;4;37
1.63507e-05;5;37
2.02465e-05;6;37
1.83892e-05;7;37
1.88398e-05;8;37
1.85561e-05;9;37
1.96886e-05;10;37
1.91069e-05;11;37
2.00272e-05;12;37
2.07567e-05;13;37
1.81127e-05;14;37
1.62935e-05;15;37
1.95289e-05;16;37
1.7314e-05;17;37
1.82676e-05;18;37
1.99962e-05;19;37
1.99533e-05;20;37
